"Turb","CHLA"
0.0206185567010309,11.2986738111171
2.00288659793814,11.3793481253123
3.1340206185567,11.4335994800409
3.77121176271759,11.5092680504289
4.51188668175342,11.5750543919372
5.50721649484536,11.7554247514077
6.48164948453608,11.8020673676779
7.61697232772653,12.0480428256813
9.21254532527551,12.173810233936
10.3477852826164,12.19577118096
11.2917356768633,12.2694019773258
12.3571644922908,12.3203170277791
13.3439175257732,12.2791959729823
14.2597400268938,12.3321302967371
15.0569072164948,12.515717038913
16.5690721649485,12.7515314126849
17.580206185567,12.9831751624478
18.180509628477,13.4846695523988
18.6290876842922,13.7116982872181
18.979235395189,13.7944015193034
19.5,13.8584286152406
20.2435170827298,13.8262733971343
20.7537973928602,13.8228329664981
21.4657089741423,14.0763776508614
21.8035524054983,14.0214048026955
22.5123966942149,13.9863924996342
23.5327868852459,14.363587138305
24.3463917525773,14.7116623876696
25.3814432989691,15.5763481440711
26.0236718578636,15.659191360034
26.7917525773196,16.5435163727043
27.6093729930708,16.6936173808413
28.1060064221734,16.8519938393596
28.664,16.9357802380356
29.4258388765706,17.1713825409642
30.2730418943534,17.247254516629
30.927734473221,17.2873468333279
31.7631502450566,17.2521031157527
32.2005967647305,17.2097712053548
32.9579381443299,17.1211832880906
33.682650273224,17.139574699399
34.2076816111244,17.166008962496
35.1315463917526,17.287733127835
35.8230794812105,17.3656276978816
36.378455298293,17.5723941994938
37.1084194214876,17.5758233633913
37.8032040872183,17.538657325134
38.480382916053,17.6019569337983
39.2545833333333,17.6301718292499
39.9597016889669,17.6635527862129
40.6907216494845,17.7415993932649
41.2830602340851,17.7006955237228
41.8419989515988,17.7149656153544
42.4401366120219,17.7515789047782
42.8350515463918,17.8328010862015
43.2447362323318,17.8612070727346
43.6471779398206,18.0136923863418
44.1145833333333,18.1464602979727
44.4251546391753,18.1620958539834
44.9851546391753,18.3011368260824
45.4063196714441,18.4942848254754
45.9557026587086,18.6423075237038
46.6806597938144,18.6328242865543
47.3343418339664,18.6495112264276
48.0068615852628,18.6511779762094
48.6075862068966,18.6929184356192
49.2931958762887,18.7492116539206
50.044828017511,18.7334720979477
50.7709278350515,18.8585870269148
51.4285219298246,18.8832351123819
52.2659793814433,18.6755535940784
52.6923711340206,18.7033188567202
53.2696907216495,18.6496082091347
53.8292783505155,18.6631302990592
54.4106572164948,18.6156148130003
55.0212765957447,18.586026973237
55.701675257732,18.6099084175866
56.4841270914315,18.618055251432
57.360824742268,18.6499584379197
58.055146514936,18.729730569838
59.0762886597938,18.7809133915443
60.0070103092784,18.834638453435
60.8871251035625,18.8434658240772
61.7232513661202,19.0059964223284
62.8906309523809,18.9399757984143
64.0459016393443,19.0889425757369
65.1688017576475,19.1715554291567
67.6997192366747,19.1614653783809
69.7545884383089,19.0920256834908
71.5430927835052,19.0928371120405
72.8625083300013,19.0894472059292
74.3225610417797,19.1513318355715
77.5018389070489,19.1975551956109
80.2444186046512,19.457212612932
81.8256177116782,19.5782335266302
84.2937637316208,19.8340632452487
87.6718805545681,19.8193540173741
90.9074801419638,19.8684384743561
96.8143089430895,19.8784963021319
111.463408734602,22.203219530841
126.505154639175,21.7448341542999
